property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,ats tourmaline,sector 109,1.4,8000,3,3,3+,9,Relatively New,1584.0,0,0,0,0,0,0,95
flat,essel towers,sector 14,2.2,12500,3,4,3+,3,Old Property,1956.0,0,0,0,0,0,0,0
flat,experion windchants,sector 112,3.29,11742,3,3,3+,2,Relatively New,2225.56,0,1,0,0,0,2,152
house,Raj Villas,sector 52,8.0,25543,6,5,3+,4,Moderately Old,3132.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,3.46,12047,4,4,3+,10,New Property,2599.0,0,1,0,0,0,1,161
flat,mvn athens,sohna road,0.25,5187,2,2,1,3,Relatively New,535.0,0,0,0,0,0,0,51
flat,ss,sector 85,2.09,7432,4,4,3,8,Relatively New,2600.0,1,1,0,1,0,0,49
flat,shree vardhman flora,sector 90,0.65,6792,2,2,3,9,Relatively New,1050.0,1,0,0,0,0,0,67
flat,smart world gems,sector 89,1.2,8433,3,3,2,2,New Property,1423.0,0,0,0,0,0,0,45
flat,la vida by tata housing,sector 113,3.72,13985,5,4,3+,0,New Property,2956.0,0,0,0,1,0,1,44
flat,emaar mgf emerald floors premier,sector 65,2.25,13636,3,3,3+,3,Relatively New,1493.0,1,1,0,0,0,0,152
flat,bestech park view ananda,sector 81,1.45,8735,3,2,3+,3,Relatively New,1352.0,0,0,0,0,1,0,45
flat,gls avenue 51,sector 92,0.45,6000,3,3,1,10,Relatively New,833.0,0,0,0,0,0,0,0
house,Huda Plots,sector 56,2.95,20359,2,2,2,1,Moderately Old,1449.0,0,0,0,0,0,0,31
flat,tarc maceo,sector 91,1.9,6975,4,4,3,9,Relatively New,2465.0,0,1,0,0,0,0,120
flat,dhoot time residency,sector 63,2.2,12813,3,4,3+,8,Moderately Old,1554.0,1,0,0,0,0,2,61
house,Housing Board Colony,sector 28,3.5,25926,2,6,3,3,Relatively New,1350.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.25,10889,2,2,3+,17,Relatively New,1426.0,0,0,1,0,0,0,156
flat,gls avenue 51,sector 92,0.5,7812,3,3,1,0,Relatively New,579.0,0,0,0,0,0,0,0
flat,godrej aria,sector 79,0.96,13296,2,2,3,8,Relatively New,1012.0,0,0,0,0,0,0,49
flat,ansal api esencia,sector 67,1.2,7407,3,3,2,1,Relatively New,200.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,1.85,6579,4,5,3+,1,Relatively New,2545.0,0,0,0,0,0,0,95
flat,dlf new town heights,sector 86,1.27,6580,3,4,3,19,Relatively New,1800.0,0,1,0,1,0,0,126
flat,signature global city 92,sector 92,0.78,8050,2,2,2,2,New Property,1083.0,0,0,0,0,0,2,47
flat,godrej nature plus,sector 33,1.2,13363,2,2,0,11,Under Construction,85.0,0,0,0,0,0,0,56
flat,bestech park view grand spa,sector 81,3.0,9419,4,5,2,6,Relatively New,2882.0,0,1,0,0,0,2,110
house,independent,sector 67,1.5,8641,5,3,2,2,New Property,200.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.1,6318,2,2,3+,3,Relatively New,1464.0,0,0,1,0,0,0,143
flat,corona optus,sector 37c,1.26,7250,3,3,3,4,New Property,1400.0,0,0,0,0,0,0,28
flat,ats tourmaline,sector 109,1.5,6977,3,4,3+,4,Relatively New,1797.0,0,1,0,0,0,0,39
flat,capital residences 360,sector 70a,1.64,8300,3,3,3+,4,New Property,1950.0,0,1,0,0,0,0,144
flat,godrej habitat,sector 3,1.25,8657,2,2,3,14,New Property,1161.0,0,0,0,0,0,0,36
flat,sare green parc phase 3,sector 92,0.75,7143,3,2,2,3,New Property,1298.0,0,0,0,0,0,0,121
flat,rail vihar cghs,sector 56,1.35,10385,3,2,2,1,Old Property,1275.0,0,0,0,0,1,0,159
flat,emaar imperial gardens,sector 102,1.85,9136,3,3,3+,0,Relatively New,2250.0,0,1,0,0,0,2,95
flat,tulip white,sector 69,0.9,6000,3,2,3+,1,Relatively New,1326.0,0,0,0,0,0,2,149
flat,emaar mgf palm hills,sector 77,1.5,12744,3,3,3,4,Relatively New,1310.0,0,0,0,0,0,2,97
flat,indiabulls centrum park,sector 103,2.45,8522,4,4,3,11,Relatively New,2602.0,1,1,1,1,0,0,38
flat,sare homes,sector 92,0.65,4587,3,3,2,3,Relatively New,1574.0,0,0,0,0,0,0,6
flat,tulip violet,sector 69,1.43,9039,3,3,2,1,Relatively New,1428.0,0,0,0,1,0,0,102
flat,hero homes,sector 104,1.75,10361,3,3,3,2,New Property,1529.0,0,0,0,0,0,0,30
house,DLF Pink Town House4.0 ?,sector 24,1.9,3786,10,9,3+,3,Relatively New,5018.0,0,0,0,0,1,1,29
flat,mapsko casa bella,sector 82,1.75,6903,4,5,3+,1,Relatively New,2535.0,0,0,0,0,0,0,54
house,Eldeco Mansionz,sector 48,5.0,21368,7,7,3,2,Moderately Old,2340.0,0,0,0,0,0,2,40
flat,signature global city 37d ph 2,sector 37d,1.35,9375,3,3,3+,3,New Property,1600.0,0,0,0,1,0,0,51
flat,microtek greenburg,sector 86,1.3,15294,2,3,3,5,Relatively New,944.0,1,0,0,0,0,2,45
flat,smart world orchard,sector 61,2.0,12912,3,3,2,3,New Property,1721.0,0,0,0,0,1,0,61
flat,wings apartment,sector 9,1.2,6667,4,3,2,4,Moderately Old,2000.0,0,0,0,0,0,2,23
flat,emaar mgf the palm drive,sector 66,3.5,16471,3,4,3,6,Relatively New,2150.0,0,1,0,0,0,0,68
flat,shree vardhman flora,sector 90,0.65,4815,2,2,3,3,Relatively New,1222.0,1,0,0,0,0,0,106
house,independent,sector 3,0.9,8929,3,1,0,1,Moderately Old,1008.0,0,0,0,0,0,0,0
flat,green court,sector 90,0.4,6390,2,2,1,8,New Property,575.0,0,0,0,0,0,0,20
house,Vatika Signature Villas,sector 82,3.2,14350,3,4,3,1,New Property,2160.0,1,1,1,1,0,0,66
flat,dlf regency park,sector 28,1.24,12400,2,2,3+,19,Moderately Old,1050.0,0,0,0,1,0,2,157
house,independent,sector 25,6.5,36111,4,4,3+,2,Moderately Old,1800.0,1,1,1,1,0,0,61
flat,ats triumph,sector 104,2.6,8254,4,4,3+,12,Relatively New,2851.0,0,1,0,0,0,0,118
flat,tulip orange,sector 70,1.0,10309,3,2,2,3,Moderately Old,1078.0,0,0,0,0,0,0,58
house,independent,sector 43,8.25,30556,5,6,3+,3,Moderately Old,2700.0,1,1,1,1,0,2,64
flat,godrej habitat,sector 3,1.1,10407,2,2,2,14,Under Construction,956.0,0,0,0,0,0,0,60
flat,emaar gurgaon greens,sector 102,1.4,13685,3,3,3,7,Relatively New,1315.0,0,1,0,0,0,0,67
house,Project Housing Board Colony,sector 28,2.58,17695,4,2,2,2,Relatively New,1458.0,0,0,0,0,0,0,0
house,independent,sector 1,4.75,10556,6,7,0,4,Moderately Old,4500.0,0,0,0,0,0,0,0
house,independent,sector 7,1.95,13542,2,2,2,2,Old Property,1440.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,0.98,6931,2,2,3,11,Moderately Old,1281.0,0,0,0,0,0,0,83
flat,rof ananda,sector 95,0.26,6032,1,1,1,8,New Property,406.0,0,0,0,0,0,0,49
flat,godrej air,sector 85,1.75,9589,3,3,2,27,Relatively New,1825.0,0,0,0,0,0,0,44
flat,sare crescent parc,sector 92,0.7,5556,3,3,2,14,Under Construction,140.0,0,0,0,0,0,0,38
flat,godrej summit,sector 104,1.2,8299,3,2,3+,16,Relatively New,1607.0,1,0,0,1,0,2,142
flat,dlf the ultima,sector 81,3.45,12013,4,4,3+,10,New Property,2599.0,0,1,0,0,0,1,165
flat,ats triumph,sector 104,4.45,6846,4,5,3+,27,Relatively New,7222.0,0,0,0,0,0,0,110
house,DLF City Plots Phase 2,sector 25,10.5,29022,4,4,2,2,Old Property,3618.0,0,1,0,1,0,2,91
flat,the lions cghs,sector 56,2.05,7885,4,4,3+,6,Relatively New,2500.0,0,0,0,0,1,2,101
flat,gls avenue 51,sector 92,0.42,7107,2,2,1,4,Relatively New,657.0,1,0,0,1,0,2,42
flat,m3m the marina,sector 68,1.45,9615,3,2,3+,9,New Property,1365.0,0,0,0,0,0,0,0
flat,vatika xpressions,sector 88b,0.92,7360,2,2,2,3,Relatively New,1300.0,0,0,0,1,0,0,174
flat,ss the leaf,sector 85,1.15,11967,2,2,3,20,Relatively New,1263.0,0,0,0,1,0,0,107
flat,umang winter hills,sector 77,1.35,7781,3,3,3+,7,New Property,1451.0,0,0,1,0,0,2,96
flat,vatika gurgaon,sector 83,1.42,8875,4,4,3,7,Relatively New,2000.0,1,1,0,0,0,0,103
flat,paras dews,sector 106,1.13,6406,3,4,3+,18,Relatively New,1186.0,1,1,0,0,0,0,49
flat,paras dews,sector 106,1.05,7581,2,2,2,5,New Property,1539.0,0,0,0,0,0,0,97
flat,assotech blith,sector 99,1.15,6594,2,2,2,2,New Property,1235.0,0,0,0,0,1,2,72
house,Unitech Espace,sector 50,7.42,34352,4,4,3,2,Old Property,3200.0,0,0,0,0,0,2,88
flat,conscient elevate,sector 59,3.78,16499,3,3,3,3,Under Construction,2550.0,0,0,0,0,0,0,31
flat,tulip violet,sector 69,2.0,9950,4,4,2,0,Relatively New,1819.0,0,0,0,0,0,0,95
flat,bestech altura,sector 79,1.72,8398,3,4,3,9,New Property,2050.0,0,0,0,0,0,0,49
flat,signature global park 4,sector 36,0.82,7586,3,2,2,2,New Property,850.0,0,0,0,0,0,0,8
flat,ats marigold,sector 89,1.85,8605,3,3,3+,12,New Property,1946.0,0,1,0,0,0,0,37
flat,ireo skyon,sector 60,3.7,13214,4,5,3,10,Relatively New,2534.0,0,1,0,0,0,2,165
house,Sushant Lok 1 Builder Floors,sector 43,2.45,7756,4,4,3+,3,Moderately Old,540.0,1,1,0,1,1,1,123
flat,sanskriti apartment,sector 10a,1.1,6667,3,3,3,2,Moderately Old,1833.0,0,0,0,0,0,0,22
house,independent,sohna road road,0.5,5556,2,1,2,1,Moderately Old,900.0,0,0,0,0,0,0,0
flat,avl 36 gurgaon,sector 36a,0.75,7500,2,2,2,5,Relatively New,856.0,0,0,0,0,0,0,26
house,independent,sector 54,3.75,26042,4,4,3,3,Moderately Old,1440.0,0,1,0,0,0,2,13
flat,emaar gurgaon greens,sector 102,1.45,8788,3,3,3,7,Relatively New,1493.0,0,1,0,0,0,0,159
house,independent,sector 57,6.25,29904,3,9,3+,3,New Property,2660.0,0,1,0,0,0,2,61
flat,sare homes,sector 92,0.68,5239,3,3,2,11,Relatively New,1442.0,0,0,0,1,0,0,100
flat,smart world orchard,sector 61,1.9,22700,3,3,3,1,New Property,1137.0,0,0,0,0,0,0,30
flat,shree vardhman flora,sector 90,0.7,5178,2,2,3,9,New Property,1224.0,1,0,0,0,0,0,97
flat,dlf the ultima,sector 81,2.4,11412,3,4,3+,19,Relatively New,1903.0,0,1,0,0,0,1,174
flat,godrej,sector 33,0.95,6859,2,2,3+,3,Under Construction,1253.0,0,0,0,0,0,0,0
house,independent,sector 25,6.6,36667,6,7,3+,2,Moderately Old,1800.0,1,1,0,0,0,2,119
flat,central park 2 bellevue,sector 48,5.0,11628,3,4,3,14,Moderately Old,4778.0,0,0,0,0,0,0,82
flat,tashee capital gateway,sector 111,0.96,6500,2,2,1,4,New Property,1338.0,1,0,0,0,0,0,53
flat,emaar gurgaon greens,sector 102,1.3,7879,3,3,3,7,Relatively New,1388.0,0,1,0,0,0,0,93
flat,ireo the corridors,sector 67a,1.8,9370,3,3,2,3,New Property,1551.0,1,0,1,0,0,2,150
flat,paras dews,sector 106,1.05,8537,3,4,3+,10,Relatively New,1345.0,0,1,0,0,0,0,174
flat,dlf the primus,sector 82a,2.85,10936,4,4,3+,2,New Property,2179.0,0,1,0,0,0,1,174
flat,eldeco accolade,sohna road,0.78,5420,2,2,2,7,Relatively New,1319.0,1,0,0,0,0,2,137
flat,krrish provence estate,gwal pahari,5.25,9052,4,5,3+,2,New Property,5249.0,1,1,0,1,0,0,49
flat,ss the leaf,sector 85,1.09,6667,2,2,3,9,Relatively New,1638.0,0,0,1,0,0,0,174
flat,paras quartier,gwal pahari,7.5,14019,4,4,3+,20,New Property,4842.0,0,1,0,1,1,2,49
flat,smart world one dxp,sector 113,3.45,13269,4,4,3,11,Under Construction,2353.0,1,1,0,0,0,0,156
house,independent,sector 7,1.35,4545,4,5,0,3,Old Property,330.0,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754,2,2,2,10,New Property,828.0,0,0,0,0,0,0,22
house,house number B-34,sector 5,0.8,8889,2,2,1,1,Old Property,900.0,0,0,0,0,0,0,0
flat,the new crpf apartments,sector 9a,0.75,5814,3,3,3,6,Old Property,1433.0,0,0,0,1,0,0,31
flat,bptp terra,sector 37d,1.55,7074,4,3,3+,19,Relatively New,2100.0,0,0,0,0,1,2,131
flat,umang winter hills,sector 77,0.75,5589,2,2,2,8,Relatively New,1140.0,0,0,1,0,0,2,102
flat,ansal api celebrity suites,sector 2,0.6,8163,1,1,1,5,Moderately Old,665.0,0,0,0,0,0,2,67
house,independent,sector 3 phase 3 extension,0.75,6410,2,2,0,1,Moderately Old,130.0,0,0,0,0,0,0,0
flat,umang winter hills,sector 77,0.75,5589,2,2,2,7,Relatively New,1180.0,0,0,0,0,0,2,174
flat,bestech park view ananda,sector 81,1.1,6687,3,2,3+,5,Relatively New,1319.0,0,0,0,0,0,0,150
flat,orris aster court premier,sector 85,1.2,5660,3,4,2,6,Relatively New,1650.0,0,1,0,0,0,0,28
house,independent,sector 23,5.1,16569,3,2,0,1,Old Property,3078.0,0,0,0,0,1,0,27
house,independent,sector 4,0.67,9795,3,3,2,2,Relatively New,76.0,0,0,0,0,1,0,7
flat,ats triumph,sector 104,1.75,7642,3,4,3+,11,Relatively New,2072.0,0,1,0,0,0,0,110
flat,emaar gurgaon greens,sector 102,1.4,8485,3,3,3,10,Relatively New,1300.0,0,1,0,0,0,0,46
flat,birla navya,sector 63a,3.23,26872,3,3,3,4,New Property,1202.0,0,1,0,0,0,0,52
flat,dlf new town heights,sector 90,1.42,4865,4,4,3+,8,Moderately Old,2139.0,0,1,1,0,0,0,31
flat,tata primanti,sector 72,5.0,11111,4,4,3+,2,Moderately Old,4500.0,1,1,0,1,1,2,174
flat,dlf the ultima,sector 81,2.21,10366,3,3,3+,3,Relatively New,1881.0,0,1,0,0,0,1,149
flat,tulip violet,sector 69,1.51,9569,3,3,2,0,Relatively New,1325.0,0,0,0,1,0,1,165
flat,ild greens,sector 37c,0.95,5067,3,3,3+,0,New Property,1697.0,0,0,0,0,0,0,51
house,independent,sector 56,2.95,20233,2,2,0,1,Moderately Old,1458.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,0.92,6643,2,2,3+,2,Relatively New,940.0,0,0,0,0,0,0,174
flat,puri emerald bay,sector 104,2.45,10000,3,4,3+,14,Relatively New,2131.0,0,1,0,0,0,2,56
flat,orchid island,sector 51,1.7,10652,3,4,3,2,Moderately Old,1773.0,0,0,1,1,0,0,90
house,independent,sector 24,5.25,38889,4,4,3+,2,Relatively New,1350.0,0,1,0,1,0,2,72
flat,signature global synera,sector 81,0.45,7525,2,2,2,6,Relatively New,664.0,0,0,1,0,0,2,39
house,independent,sector 17,3.5,24306,2,6,3+,3,Old Property,1440.0,0,0,0,0,0,0,0
house,independent,sector 43,2.55,13178,3,3,2,3,Relatively New,1935.0,0,0,0,0,0,2,60
flat,lotus homz,sector 111,0.5,14837,1,1,1,2,Relatively New,374.0,0,0,0,0,0,1,72
flat,ashiana anmol,sohna road,0.9,9464,2,2,2,13,Relatively New,1105.0,0,0,0,0,0,1,120
flat,apex our homes,sector 37c,0.33,3568,2,2,1,3,Relatively New,850.0,0,0,0,0,0,2,158
house,independent,sector 11,1.35,3857,10,6,3+,3,Old Property,3500.0,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.55,8540,3,4,3,11,Relatively New,1416.0,0,1,0,0,0,2,152
house,Shri Shyam Residency,sector 104,0.62,12400,3,3,1,2,Moderately Old,900.0,0,0,0,0,1,1,8
flat,gls arawali homes,sohna road,0.3,4688,2,2,2,4,Relatively New,711.0,0,0,0,0,0,0,42
flat,m3m golfestate,sector 65,6.15,18331,3,4,2,20,Relatively New,3355.0,0,0,0,0,0,0,34
flat,parsvnath exotica,sector 53,5.0,17241,3,4,3,7,Old Property,3222.0,0,1,0,0,0,2,24
flat,mrg skyline,sector 106,1.82,13392,3,2,2,4,Relatively New,1359.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.92,15360,4,4,2,0,Relatively New,1389.0,0,0,0,0,0,0,174
flat,bptp astaire gardens,sector 70a,1.8,9351,3,3,3,3,Relatively New,1925.0,1,0,0,0,0,0,135
flat,tulip violet,sector 69,1.76,9514,3,4,2,0,Relatively New,1674.0,0,0,0,0,0,0,157
house,independent,sector 56,2.99,20635,4,4,2,2,Moderately Old,1449.0,1,1,0,1,0,2,49
flat,spaze privy,sector 72,1.9,9620,3,3,3,10,Relatively New,1975.0,0,0,0,0,0,0,0
flat,shyam apartment,sector 3,0.26,3714,2,1,2,2,Relatively New,611.0,0,0,0,0,0,0,0
flat,aipl zen residences,sector 70a,1.25,9905,2,2,3,19,Relatively New,1402.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.35,10800,3,4,3+,9,Relatively New,1400.0,0,1,0,1,0,2,174
flat,sidhartha ncr one,sector 95,0.57,4179,2,2,2,10,New Property,1364.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.16,8152,3,3,2,3,New Property,1581.0,1,0,0,0,0,0,68
flat,m3m golfestate,sector 65,5.3,24212,3,3,3,38,Moderately Old,2506.0,0,1,0,0,0,1,49
flat,hcbs sports ville,sohna road,0.32,4301,2,2,1,3,Relatively New,744.000768,0,0,0,0,0,0,109
flat,dlf the arbour,sector 63,8.5,21519,4,4,0,27,New Property,3950.0,0,0,0,0,0,0,61
flat,mapsko mount ville,sector 79,1.65,9091,3,3,0,12,Relatively New,1815.0,0,0,0,0,0,0,0
house,independent,sector 105,1.35,3857,5,3,3,3,Moderately Old,3500.0,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3,6,Relatively New,1600.0,0,1,0,0,0,2,150
flat,emaar palm gardens,sector 83,1.72,9053,3,3,3,4,Relatively New,1600.0,0,1,0,0,0,2,165
flat,dlf the skycourt,sector 86,1.35,6998,3,3,1,9,Relatively New,1746.0,0,0,0,0,0,0,119
flat,emaar mgf palm hills,sector 77,1.25,8621,3,4,3,1,Relatively New,1611.0,0,1,0,0,0,2,104
flat,m3m golfestate,sector 65,5.9,17481,3,3,3,18,Relatively New,3043.0,1,1,0,0,0,0,76
flat,dlf the ultima,sector 81,3.45,12357,4,4,3+,25,Moderately Old,2527.0,0,1,0,0,0,0,67
flat,m3m golfestate,sector 65,5.9,17544,3,3,3,9,Moderately Old,3043.0,1,0,0,0,0,1,21
flat,dlf wellington estate,sector 43,2.09,14615,3,3,2,11,Old Property,1294.0,0,0,0,0,0,2,79
house,independent,sector 12,3.71,19818,3,3,1,4,Moderately Old,1872.0,0,0,0,1,0,0,0
house,independent,sector 24,11.0,28902,8,11,3+,3,Old Property,5000.0,1,1,0,1,1,2,39
flat,unitech fresco,sector 50,1.82,9913,3,3,3+,14,Moderately Old,1830.0,0,0,0,0,1,2,174
flat,raheja atharva,sector 109,1.6,5319,4,1,0,0,New Property,3008.0,0,0,0,0,0,0,0
flat,dlf garden city floors,sector 92,1.7,8586,3,4,2,1,New Property,1475.0,0,0,0,0,0,0,63
house,independent,sector 40,5.0,21124,9,9,3+,3,Relatively New,2367.0,0,0,0,1,0,2,66
flat,samadhan shri kamal cghs,sector 1,2.01,11427,4,4,3+,10,Moderately Old,1956.0,0,0,0,0,0,1,0
flat,signature global solera,sector 107,0.28,5726,2,2,2,6,Relatively New,543.0,0,0,0,0,0,0,45
flat,supertech araville,sector 79,0.83,5425,2,2,3,5,New Property,1700.0,1,0,0,0,0,1,49
flat,shri ram apartments,sector 4,0.36,3789,2,2,1,4,Relatively New,1056.0,0,0,0,0,0,0,0
house,independent,sohna road road,5.5,5093,3,3,3+,2,Moderately Old,3500.0,1,1,0,1,1,0,49
flat,piedmont taksila heights,sector 37c,1.05,4792,3,3,3,7,Relatively New,1738.0,0,0,0,0,0,2,81
house,Greenopolis,sector 89,0.7,5397,2,2,2,14,New Property,1297.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.27,9183,2,2,3+,9,New Property,1252.0,0,0,0,0,0,0,38
house,independent,sector 25,4.45,32963,4,3,3+,2,Moderately Old,1350.0,0,0,1,0,0,0,79
flat,ireo victory valley,sector 67,2.95,12110,3,3,3+,14,Moderately Old,2236.0,0,1,0,1,0,2,165
flat,sare homes,sector 92,0.56,4730,3,1,3,1,Moderately Old,1316.0,0,0,0,0,0,2,75
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902,3,4,3,11,Under Construction,2012.0,1,1,0,0,0,0,105
house,independent,sector 40,2.1,23333,3,3,2,3,Moderately Old,900.0,0,0,0,0,1,2,35
flat,imperia the esfera,sector 37c,0.7,4878,2,3,3+,12,Under Construction,1299.0,1,0,0,0,1,0,58
flat,signature global synera,sector 81,0.5,6803,2,2,3,6,Relatively New,700.0,0,0,0,0,0,0,117
flat,pyramid pride,sector 76,0.5,6579,2,2,1,8,Under Construction,844.0,0,0,0,0,0,0,76
flat,parkwood westend,sector 92,0.7,5204,2,2,3,5,Under Construction,1217.0,1,0,0,0,0,0,0
house,independent,sector 25,7.6,38756,2,9,3,4,Relatively New,1961.0,1,0,1,1,0,2,84
flat,conscient elevate,sector 59,4.25,18519,3,4,3,3,Under Construction,2077.0,0,0,0,0,0,0,0
flat,ansal api sushant estate,sector 52,0.29,11600,1,1,0,0,Moderately Old,278.0,0,0,0,0,0,2,49
house,BPTP Astaire Gardens3.7 ?,sector 70a,1.04,7172,3,3,3+,2,Relatively New,1611.0,0,0,0,0,1,2,145
house,independent,sector 26,13.5,29880,5,5,3+,2,Relatively New,4518.0,1,1,0,1,1,1,49
house,independent,sector 14,6.46,18889,5,5,2,3,Moderately Old,3420.0,1,1,0,1,0,2,27
flat,sare green parc,sector 92,0.85,6741,3,2,2,14,Relatively New,1261.0,0,0,0,0,0,0,0
flat,parsvnath exotica,sector 53,4.8,14679,3,4,3+,12,New Property,2895.0,0,0,0,0,0,0,69
flat,oriental valley chs,sector 9a,1.5,8108,4,3,3+,8,Moderately Old,2056.0,0,0,0,0,0,0,35
flat,raheja vedaanta,sector 108,0.7,4522,2,2,3,1,Relatively New,1548.0,0,0,0,0,0,0,0
flat,kibithu villas,sector 48,3.45,12778,4,4,3+,2,Moderately Old,3000.0,0,0,0,0,0,0,0
flat,emaar mgf emerald estate,sector 65,1.75,12545,3,3,3,10,Relatively New,1081.0,0,1,0,0,0,2,124
flat,paras dews,sector 106,0.95,6859,2,2,3+,2,Relatively New,940.0,0,0,0,0,0,0,49
flat,tulip violet,sector 69,1.31,8518,3,3,2,12,Relatively New,1392.0,0,0,0,1,0,2,174
flat,hcbs sports ville,sohna road,0.2,4219,1,1,1,3,New Property,474.042156,0,0,0,0,0,0,71
flat,sare crescent parc,sector 92,0.71,4934,3,3,2,6,Relatively New,1596.0,0,0,0,0,0,0,37
flat,the cocoon,dwarka expressway,2.0,13333,3,3,3,5,New Property,1357.0,0,0,0,0,0,0,0
house,independent,sector 3,0.68,3875,5,3,0,1,Moderately Old,1755.0,0,0,0,0,0,0,0
house,independent,sector 12,1.5,11111,5,5,2,3,Old Property,1350.0,0,0,0,0,0,0,16
flat,saan verdante,sector 95,2.0,10178,3,4,3+,5,New Property,1964.0,0,1,0,0,0,0,49
flat,raheja revanta,sector 78,0.99,6100,2,2,3,14,Under Construction,1467.0,0,0,0,0,1,0,39
flat,tulip violet,sector 69,1.36,8619,3,3,1,12,Relatively New,1291.0,0,0,0,1,0,0,95
flat,experion windchants,sector 112,3.65,11428,3,5,2,3,Relatively New,2800.0,0,1,0,0,0,0,72
house,nirvana country,sector 50,10.0,14286,5,7,2,4,Moderately Old,7000.0,0,1,0,0,0,1,0
flat,imperia the esfera,sector 37c,0.95,5702,2,2,0,17,Under Construction,1578.0,0,1,0,0,0,0,66
flat,vatika gurgaon,sector 83,1.18,6801,3,3,2,14,Relatively New,1618.0,0,0,0,0,0,0,26
flat,signature global city 92,sector 92,0.99,6622,3,2,3,1,New Property,1661.0,0,0,0,0,1,0,37
flat,experion the heartsong,sector 108,1.36,6542,3,2,3+,2,Relatively New,1343.0,1,1,0,0,0,2,77
flat,ashiana mulberry,sohna road,1.07,6185,3,3,3+,7,Relatively New,1600.0,0,0,0,0,0,0,167
flat,ss the leaf,sector 85,1.05,6402,2,2,3,6,Relatively New,1484.0,0,0,0,0,1,0,49
flat,bestech altura,sector 79,2.69,12500,3,4,3+,3,New Property,2152.0,0,1,0,0,0,0,49
flat,emaar mgf emerald estate,sector 65,1.3,20602,2,2,2,7,Relatively New,812.0,1,0,0,0,0,0,78
flat,smart world orchard,sector 61,1.65,13750,2,2,2,1,Under Construction,1333.0,1,0,0,0,0,0,16
house,independent,sector 56,8.0,9654,10,10,3+,4,Relatively New,8286.0,1,1,0,1,0,1,107
flat,bsf chs,gwal pahari,0.95,5938,3,3,3,13,Old Property,1778.0,0,0,0,0,0,0,37
flat,parsvnath green ville,sector 48,1.6,8377,3,3,3,13,Old Property,1700.0,0,0,0,0,1,2,119
flat,raheja navodaya,sector 92,1.1,4681,3,2,3,0,Relatively New,2350.0,0,0,0,0,0,0,0
flat,avl 36 gurgaon,sector 36a,0.5,8333,1,1,1,5,Relatively New,600.0,0,0,0,0,0,0,0
flat,mvn athens,sohna road,0.27,5895,2,2,1,4,Relatively New,509.0,0,0,0,0,1,2,35
flat,ats tourmaline,sector 109,2.1,8124,3,4,3+,11,Relatively New,2100.0,0,1,0,0,0,2,165
flat,ansal housing highland park,sector 103,0.8,5878,2,2,3,3,New Property,1089.0,0,0,0,1,0,0,174
house,Unitech South City 23.8 ?,sector 50,5.88,27222,3,9,3+,3,Relatively New,2160.0,1,1,0,1,1,1,128
flat,mvn athens,sohna road,0.25,4259,2,2,1,0,Relatively New,587.0,0,0,0,0,0,0,38
flat,sobha city,sector 108,2.45,14040,3,3,3,15,Relatively New,1460.0,0,0,0,0,0,0,49
flat,satya the hermitage,sector 103,0.99,6653,3,4,3+,2,Relatively New,1731.0,0,1,0,1,0,0,174
flat,corona optus,sector 37c,1.27,7232,3,3,3,2,Relatively New,1595.0,0,0,0,0,1,0,49
flat,smart world orchard,sector 61,1.47,12250,2,2,2,2,New Property,1333.0,1,0,0,0,0,0,76
flat,godrej aria,sector 79,1.1,11482,2,2,3,9,New Property,81.0,0,0,0,0,0,0,62
house,Eros Rosewood Villas,sector 49,2.5,13514,3,3,2,2,Moderately Old,1900.0,0,0,1,1,0,0,59
house,independent,sector 26,5.8,32222,5,5,3+,2,Old Property,1800.0,1,1,1,1,0,0,53
flat,dlf regal gardens,sector 90,1.21,6926,3,3,3+,29,Relatively New,1581.0,0,0,0,0,1,0,95
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638,3,3,3,1,Relatively New,1531.0,0,0,0,0,0,0,141
flat,indiabulls centrum park,sector 103,1.9,5682,3,4,3+,10,Relatively New,3716.0,1,1,0,1,1,2,49
flat,krisumi waterfall residences,sector 36a,3.65,14381,3,3,2,17,New Property,2297.0,0,0,0,0,0,0,31
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11667,2,2,3,0,Relatively New,1286.0,0,0,0,0,0,0,80
